Height,Weight,Gender,BMI Class,Calories Maintained,Diet
181,111,Female,5,1953,"Breakfast: Protein bar, Lunch: Lean beef, roasted vegetables, Dinner: Protein bar, Snacks: Apple slices with almond butter"
161,77,Male,0,1477,"Breakfast: Low-fat yogurt with honey, Lunch: Low-fat yogurt with honey, Dinner: Oatmeal with fruits, Snacks: Protein bar"
189,84,Female,4,1842,"Breakfast: Quinoa salad with feta cheese, Lunch: Smoothie with spinach, banana, Dinner: Quinoa salad with feta cheese, Snacks: Greek yogurt with granola"
169,72,Male,0,2916,"Breakfast: Low-fat yogurt with honey, Lunch: Fruit smoothie, Dinner: Fruit smoothie, Snacks: Carrot sticks with hummus"
186,97,Male,0,1833,"Breakfast: Fruit smoothie, Lunch: Low-fat yogurt with honey, Dinner: Oatmeal with fruits, Snacks: Carrot sticks with hummus"
181,112,Male,1,1617,"Breakfast: Whole grain toast, avocado, Lunch: Turkey sandwich, veggies, Dinner: Grilled chicken salad, Snacks: Handful of mixed nuts"
181,41,Female,1,2798,"Breakfast: Turkey sandwich, veggies, Lunch: Turkey sandwich, veggies, Dinner: Grilled chicken salad, Snacks: Protein bar"
154,78,Female,3,1637,"Breakfast: Baked salmon, steamed broccoli, Lunch: Greek yogurt with nuts, Dinner: Baked salmon, steamed broccoli, Snacks: Rice cakes with peanut butter"
162,89,Female,1,2891,"Breakfast: Turkey sandwich, veggies, Lunch: Whole grain toast, avocado, Dinner: Grilled chicken salad, Snacks: Trail mix"
187,85,Female,4,1938,"Breakfast: Smoothie with spinach, banana, Lunch: Grilled fish, salad, Dinner: Quinoa salad with feta cheese, Snacks: Apple slices with almond butter"
161,82,Female,3,2801,"Breakfast: Grilled chicken, quinoa, Lunch: Grilled chicken, quinoa, Dinner: Baked salmon, steamed broccoli, Snacks: Apple slices with almond butter"
168,48,Female,3,1350,"Breakfast: Baked sweet potatoes with chicken, Lunch: Grilled chicken, quinoa, Dinner: Grilled chicken, quinoa, Snacks: Trail mix"
151,71,Female,0,2103,"Breakfast: Oatmeal with fruits, Lunch: Boiled egg with spinach, Dinner: Oatmeal with fruits, Snacks: Protein bar"
152,67,Male,0,2139,"Breakfast: Fruit smoothie, Lunch: Boiled egg with spinach, Dinner: Low-fat yogurt with honey, Snacks: Rice cakes with peanut butter"
189,120,Male,3,2514,"Breakfast: Greek yogurt with nuts, Lunch: Baked salmon, steamed broccoli, Dinner: Grilled chicken, quinoa, Snacks: Handful of mixed nuts"
152,103,Male,5,1472,"Breakfast: Lean beef, roasted vegetables, Lunch: Lean beef, roasted vegetables, Dinner: Fish with steamed vegetables, brown rice, Snacks: Trail mix"
163,116,Female,2,2012,"Breakfast: Grilled salmon with quinoa, Lunch: Grilled salmon with quinoa, Dinner: Scrambled eggs, whole wheat bread, Snacks: Apple slices with almond butter"
180,65,Male,0,2658,"Breakfast: Oatmeal with fruits, Lunch: Fruit smoothie, Dinner: Oatmeal with fruits, Snacks: Handful of mixed nuts"
172,52,Female,0,1715,"Breakfast: Boiled egg with spinach, Lunch: Low-fat yogurt with honey, Dinner: Boiled egg with spinach, Snacks: Rice cakes with peanut butter"
185,54,Female,3,1285,"Breakfast: Grilled chicken, quinoa, Lunch: Baked salmon, steamed broccoli, Dinner: Greek yogurt with nuts, Snacks: Protein bar"
178,71,Male,2,1577,"Breakfast: Stir-fried tofu, brown rice, Lunch: Grilled salmon with quinoa, Dinner: Stir-fried tofu, brown rice, Snacks: Protein bar"
158,101,Male,2,2641,"Breakfast: Grilled salmon with quinoa, Lunch: Scrambled eggs, whole wheat bread, Dinner: Chicken wrap with veggies, Snacks: Protein bar"
150,109,Male,3,1241,"Breakfast: Greek yogurt with nuts, Lunch: Greek yogurt with nuts, Dinner: Greek yogurt with nuts, Snacks: Carrot sticks with hummus"
176,117,Male,2,3000,"Breakfast: Chicken wrap with veggies, Lunch: Stir-fried tofu, brown rice, Dinner: Stir-fried tofu, brown rice, Snacks: Carrot sticks with hummus"
174,82,Female,1,2308,"Breakfast: Turkey sandwich, veggies, Lunch: Grilled chicken salad, Dinner: Greek yogurt with berries, Snacks: Apple slices with almond butter"
154,60,Male,2,2251,"Breakfast: Scrambled eggs, whole wheat bread, Lunch: Chicken wrap with veggies, Dinner: Stir-fried tofu, brown rice, Snacks: Handful of mixed nuts"
167,50,Female,3,2090,"Breakfast: Grilled chicken, quinoa, Lunch: Greek yogurt with nuts, Dinner: Baked salmon, steamed broccoli, Snacks: Trail mix"
151,106,Male,3,1630,"Breakfast: Greek yogurt with nuts, Lunch: Greek yogurt with nuts, Dinner: Grilled chicken, quinoa, Snacks: Carrot sticks with hummus"
182,103,Female,5,2981,"Breakfast: Protein shake, almond butter toast, Lunch: Protein bar, Dinner: Lean beef, roasted vegetables, Snacks: Greek yogurt with granola"
161,57,Female,1,2658,"Breakfast: Grilled chicken salad, Lunch: Greek yogurt with berries, Dinner: Greek yogurt with berries, Snacks: Protein bar"
151,60,Female,5,2509,"Breakfast: Lean beef, roasted vegetables, Lunch: Fish with steamed vegetables, brown rice, Dinner: Protein shake, almond butter toast, Snacks: Apple slices with almond butter"
188,70,Male,4,2448,"Breakfast: Quinoa salad with feta cheese, Lunch: Grilled fish, salad, Dinner: Quinoa salad with feta cheese, Snacks: Trail mix"
158,67,Female,1,2148,"Breakfast: Turkey sandwich, veggies, Lunch: Whole grain toast, avocado, Dinner: Grilled chicken salad, Snacks: Greek yogurt with granola"
176,66,Male,5,1398,"Breakfast: Lean beef, roasted vegetables, Lunch: Lean beef, roasted vegetables, Dinner: Protein bar, Snacks: Carrot sticks with hummus"
160,47,Male,5,2871,"Breakfast: Protein bar, Lunch: Protein shake, almond butter toast, Dinner: Fish with steamed vegetables, brown rice, Snacks: Carrot sticks with hummus"
155,50,Male,0,1971,"Breakfast: Fruit smoothie, Lunch: Low-fat yogurt with honey, Dinner: Fruit smoothie, Snacks: Handful of mixed nuts"
187,86,Male,0,2664,"Breakfast: Fruit smoothie, Lunch: Oatmeal with fruits, Dinner: Boiled egg with spinach, Snacks: Carrot sticks with hummus"
167,94,Female,2,2245,"Breakfast: Chicken wrap with veggies, Lunch: Chicken wrap with veggies, Dinner: Chicken wrap with veggies, Snacks: Handful of mixed nuts"
168,50,Male,1,1612,"Breakfast: Whole grain toast, avocado, Lunch: Whole grain toast, avocado, Dinner: Whole grain toast, avocado, Snacks: Rice cakes with peanut butter"
153,45,Female,2,1940,"Breakfast: Stir-fried tofu, brown rice, Lunch: Chicken wrap with veggies, Dinner: Stir-fried tofu, brown rice, Snacks: Protein bar"
163,67,Female,3,2769,"Breakfast: Greek yogurt with nuts, Lunch: Greek yogurt with nuts, Dinner: Greek yogurt with nuts, Snacks: Handful of mixed nuts"
159,114,Male,3,1993,"Breakfast: Greek yogurt with nuts, Lunch: Grilled chicken, quinoa, Dinner: Baked sweet potatoes with chicken, Snacks: Apple slices with almond butter"
150,115,Female,5,2860,"Breakfast: Lean beef, roasted vegetables, Lunch: Protein bar, Dinner: Protein bar, Snacks: Protein bar"
153,102,Male,1,1877,"Breakfast: Grilled chicken salad, Lunch: Turkey sandwich, veggies, Dinner: Grilled chicken salad, Snacks: Rice cakes with peanut butter"
172,74,Male,4,2664,"Breakfast: Quinoa salad with feta cheese, Lunch: Grilled fish, salad, Dinner: Quinoa salad with feta cheese, Snacks: Greek yogurt with granola"
163,115,Male,0,1200,"Breakfast: Low-fat yogurt with honey, Lunch: Oatmeal with fruits, Dinner: Oatmeal with fruits, Snacks: Apple slices with almond butter"
169,89,Male,2,1573,"Breakfast: Grilled salmon with quinoa, Lunch: Grilled salmon with quinoa, Dinner: Chicken wrap with veggies, Snacks: Apple slices with almond butter"
187,102,Male,3,1678,"Breakfast: Baked salmon, steamed broccoli, Lunch: Grilled chicken, quinoa, Dinner: Baked salmon, steamed broccoli, Snacks: Trail mix"
159,41,Male,3,1719,"Breakfast: Greek yogurt with nuts, Lunch: Greek yogurt with nuts, Dinner: Baked salmon, steamed broccoli, Snacks: Protein bar"
181,95,Female,5,2605,"Breakfast: Lean beef, roasted vegetables, Lunch: Protein shake, almond butter toast, Dinner: Protein bar, Snacks: Rice cakes with peanut butter"
155,73,Female,3,1200,"Breakfast: Baked sweet potatoes with chicken, Lunch: Grilled chicken, quinoa, Dinner: Grilled chicken, quinoa, Snacks: Protein bar"
156,50,Male,0,2504,"Breakfast: Fruit smoothie, Lunch: Fruit smoothie, Dinner: Oatmeal with fruits, Snacks: Trail mix"
155,84,Female,0,1259,"Breakfast: Oatmeal with fruits, Lunch: Boiled egg with spinach, Dinner: Boiled egg with spinach, Snacks: Greek yogurt with granola"
185,54,Male,1,2913,"Breakfast: Turkey sandwich, veggies, Lunch: Greek yogurt with berries, Dinner: Grilled chicken salad, Snacks: Handful of mixed nuts"
166,86,Female,1,3000,"Breakfast: Turkey sandwich, veggies, Lunch: Whole grain toast, avocado, Dinner: Whole grain toast, avocado, Snacks: Trail mix"
162,58,Female,4,1568,"Breakfast: Grilled fish, salad, Lunch: Smoothie with spinach, banana, Dinner: Smoothie with spinach, banana, Snacks: Apple slices with almond butter"
150,52,Male,0,2255,"Breakfast: Low-fat yogurt with honey, Lunch: Oatmeal with fruits, Dinner: Oatmeal with fruits, Snacks: Handful of mixed nuts"
188,105,Male,5,2103,"Breakfast: Lean beef, roasted vegetables, Lunch: Protein shake, almond butter toast, Dinner: Lean beef, roasted vegetables, Snacks: Carrot sticks with hummus"
156,50,Female,0,1255,"Breakfast: Boiled egg with spinach, Lunch: Oatmeal with fruits, Dinner: Oatmeal with fruits, Snacks: Handful of mixed nuts"
151,67,Female,3,2455,"Breakfast: Baked salmon, steamed broccoli, Lunch: Baked sweet potatoes with chicken, Dinner: Baked sweet potatoes with chicken, Snacks: Trail mix"
150,56,Male,0,1319,"Breakfast: Fruit smoothie, Lunch: Fruit smoothie, Dinner: Oatmeal with fruits, Snacks: Apple slices with almond butter"
165,76,Male,0,2234,"Breakfast: Fruit smoothie, Lunch: Boiled egg with spinach, Dinner: Fruit smoothie, Snacks: Rice cakes with peanut butter"
185,59,Female,2,2191,"Breakfast: Stir-fried tofu, brown rice, Lunch: Grilled salmon with quinoa, Dinner: Grilled salmon with quinoa, Snacks: Greek yogurt with granola"
182,40,Male,4,1714,"Breakfast: Smoothie with spinach, banana, Lunch: Smoothie with spinach, banana, Dinner: Smoothie with spinach, banana, Snacks: Apple slices with almond butter"
187,55,Male,1,1467,"Breakfast: Greek yogurt with berries, Lunch: Turkey sandwich, veggies, Dinner: Grilled chicken salad, Snacks: Greek yogurt with granola"
181,93,Male,2,2270,"Breakfast: Scrambled eggs, whole wheat bread, Lunch: Stir-fried tofu, brown rice, Dinner: Stir-fried tofu, brown rice, Snacks: Trail mix"
186,109,Female,5,2835,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Protein bar, Dinner: Protein shake, almond butter toast, Snacks: Apple slices with almond butter"
170,84,Female,3,2592,"Breakfast: Baked sweet potatoes with chicken, Lunch: Baked salmon, steamed broccoli, Dinner: Grilled chicken, quinoa, Snacks: Handful of mixed nuts"
174,109,Male,5,2624,"Breakfast: Protein bar, Lunch: Protein shake, almond butter toast, Dinner: Lean beef, roasted vegetables, Snacks: Handful of mixed nuts"
188,86,Female,1,2280,"Breakfast: Turkey sandwich, veggies, Lunch: Grilled chicken salad, Dinner: Whole grain toast, avocado, Snacks: Protein bar"
180,57,Male,4,2579,"Breakfast: Grilled fish, salad, Lunch: Smoothie with spinach, banana, Dinner: Grilled fish, salad, Snacks: Rice cakes with peanut butter"
183,51,Male,1,2111,"Breakfast: Whole grain toast, avocado, Lunch: Whole grain toast, avocado, Dinner: Turkey sandwich, veggies, Snacks: Rice cakes with peanut butter"
163,40,Male,3,2234,"Breakfast: Greek yogurt with nuts, Lunch: Greek yogurt with nuts, Dinner: Grilled chicken, quinoa, Snacks: Apple slices with almond butter"
175,79,Female,0,1306,"Breakfast: Oatmeal with fruits, Lunch: Boiled egg with spinach, Dinner: Low-fat yogurt with honey, Snacks: Apple slices with almond butter"
171,53,Female,4,2738,"Breakfast: Smoothie with spinach, banana, Lunch: Quinoa salad with feta cheese, Dinner: Smoothie with spinach, banana, Snacks: Trail mix"
171,84,Female,5,1220,"Breakfast: Lean beef, roasted vegetables, Lunch: Fish with steamed vegetables, brown rice, Dinner: Lean beef, roasted vegetables, Snacks: Protein bar"
154,104,Male,0,1525,"Breakfast: Fruit smoothie, Lunch: Fruit smoothie, Dinner: Low-fat yogurt with honey, Snacks: Protein bar"
156,85,Female,2,2073,"Breakfast: Stir-fried tofu, brown rice, Lunch: Stir-fried tofu, brown rice, Dinner: Scrambled eggs, whole wheat bread, Snacks: Handful of mixed nuts"
157,93,Male,5,2621,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Fish with steamed vegetables, brown rice, Dinner: Lean beef, roasted vegetables, Snacks: Rice cakes with peanut butter"
158,49,Female,4,1749,"Breakfast: Grilled fish, salad, Lunch: Quinoa salad with feta cheese, Dinner: Smoothie with spinach, banana, Snacks: Greek yogurt with granola"
170,53,Male,4,2180,"Breakfast: Smoothie with spinach, banana, Lunch: Grilled fish, salad, Dinner: Grilled fish, salad, Snacks: Protein bar"
179,53,Female,2,2897,"Breakfast: Stir-fried tofu, brown rice, Lunch: Grilled salmon with quinoa, Dinner: Chicken wrap with veggies, Snacks: Trail mix"
164,114,Male,3,2631,"Breakfast: Grilled chicken, quinoa, Lunch: Grilled chicken, quinoa, Dinner: Grilled chicken, quinoa, Snacks: Greek yogurt with granola"
154,91,Female,5,1200,"Breakfast: Protein shake, almond butter toast, Lunch: Fish with steamed vegetables, brown rice, Dinner: Lean beef, roasted vegetables, Snacks: Handful of mixed nuts"
181,70,Female,1,2579,"Breakfast: Turkey sandwich, veggies, Lunch: Greek yogurt with berries, Dinner: Grilled chicken salad, Snacks: Protein bar"
177,71,Female,5,1821,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Lean beef, roasted vegetables, Dinner: Protein bar, Snacks: Apple slices with almond butter"
159,46,Male,1,2715,"Breakfast: Grilled chicken salad, Lunch: Turkey sandwich, veggies, Dinner: Grilled chicken salad, Snacks: Protein bar"
189,46,Male,4,2342,"Breakfast: Chicken breast with steamed veggies, Lunch: Grilled fish, salad, Dinner: Smoothie with spinach, banana, Snacks: Protein bar"
176,86,Male,1,2531,"Breakfast: Grilled chicken salad, Lunch: Grilled chicken salad, Dinner: Whole grain toast, avocado, Snacks: Trail mix"
169,115,Male,0,1303,"Breakfast: Oatmeal with fruits, Lunch: Boiled egg with spinach, Dinner: Fruit smoothie, Snacks: Apple slices with almond butter"
183,87,Female,3,2278,"Breakfast: Grilled chicken, quinoa, Lunch: Baked salmon, steamed broccoli, Dinner: Grilled chicken, quinoa, Snacks: Trail mix"
190,98,Male,5,2178,"Breakfast: Protein bar, Lunch: Protein shake, almond butter toast, Dinner: Fish with steamed vegetables, brown rice, Snacks: Apple slices with almond butter"
159,97,Female,1,2757,"Breakfast: Grilled chicken salad, Lunch: Turkey sandwich, veggies, Dinner: Greek yogurt with berries, Snacks: Trail mix"
177,73,Female,4,1381,"Breakfast: Smoothie with spinach, banana, Lunch: Chicken breast with steamed veggies, Dinner: Smoothie with spinach, banana, Snacks: Greek yogurt with granola"
150,89,Male,3,1724,"Breakfast: Greek yogurt with nuts, Lunch: Grilled chicken, quinoa, Dinner: Grilled chicken, quinoa, Snacks: Trail mix"
153,65,Male,0,2483,"Breakfast: Fruit smoothie, Lunch: Boiled egg with spinach, Dinner: Oatmeal with fruits, Snacks: Handful of mixed nuts"
178,59,Male,3,1550,"Breakfast: Grilled chicken, quinoa, Lunch: Baked sweet potatoes with chicken, Dinner: Baked sweet potatoes with chicken, Snacks: Apple slices with almond butter"
189,106,Female,0,1808,"Breakfast: Oatmeal with fruits, Lunch: Low-fat yogurt with honey, Dinner: Oatmeal with fruits, Snacks: Trail mix"
159,120,Female,2,1670,"Breakfast: Scrambled eggs, whole wheat bread, Lunch: Chicken wrap with veggies, Dinner: Grilled salmon with quinoa, Snacks: Handful of mixed nuts"
156,95,Female,4,2594,"Breakfast: Smoothie with spinach, banana, Lunch: Chicken breast with steamed veggies, Dinner: Grilled fish, salad, Snacks: Handful of mixed nuts"
176,95,Female,4,2751,"Breakfast: Smoothie with spinach, banana, Lunch: Chicken breast with steamed veggies, Dinner: Smoothie with spinach, banana, Snacks: Rice cakes with peanut butter"
151,93,Female,5,2663,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Protein shake, almond butter toast, Dinner: Protein bar, Snacks: Trail mix"
150,82,Female,1,1200,"Breakfast: Greek yogurt with berries, Lunch: Turkey sandwich, veggies, Dinner: Whole grain toast, avocado, Snacks: Rice cakes with peanut butter"
151,68,Female,2,1364,"Breakfast: Stir-fried tofu, brown rice, Lunch: Grilled salmon with quinoa, Dinner: Stir-fried tofu, brown rice, Snacks: Trail mix"
173,53,Female,1,2892,"Breakfast: Whole grain toast, avocado, Lunch: Grilled chicken salad, Dinner: Greek yogurt with berries, Snacks: Trail mix"
176,41,Female,0,1476,"Breakfast: Oatmeal with fruits, Lunch: Fruit smoothie, Dinner: Oatmeal with fruits, Snacks: Greek yogurt with granola"
156,87,Female,0,2259,"Breakfast: Boiled egg with spinach, Lunch: Fruit smoothie, Dinner: Low-fat yogurt with honey, Snacks: Handful of mixed nuts"
177,72,Male,2,1465,"Breakfast: Stir-fried tofu, brown rice, Lunch: Stir-fried tofu, brown rice, Dinner: Chicken wrap with veggies, Snacks: Carrot sticks with hummus"
178,100,Male,4,2355,"Breakfast: Smoothie with spinach, banana, Lunch: Grilled fish, salad, Dinner: Smoothie with spinach, banana, Snacks: Handful of mixed nuts"
182,71,Male,4,2508,"Breakfast: Chicken breast with steamed veggies, Lunch: Smoothie with spinach, banana, Dinner: Quinoa salad with feta cheese, Snacks: Handful of mixed nuts"
170,114,Female,5,1803,"Breakfast: Protein bar, Lunch: Protein shake, almond butter toast, Dinner: Fish with steamed vegetables, brown rice, Snacks: Protein bar"
157,99,Female,0,1917,"Breakfast: Boiled egg with spinach, Lunch: Low-fat yogurt with honey, Dinner: Low-fat yogurt with honey, Snacks: Handful of mixed nuts"
168,101,Male,1,2416,"Breakfast: Whole grain toast, avocado, Lunch: Turkey sandwich, veggies, Dinner: Greek yogurt with berries, Snacks: Apple slices with almond butter"
185,105,Female,1,1889,"Breakfast: Turkey sandwich, veggies, Lunch: Greek yogurt with berries, Dinner: Greek yogurt with berries, Snacks: Apple slices with almond butter"
165,51,Female,3,2457,"Breakfast: Baked salmon, steamed broccoli, Lunch: Greek yogurt with nuts, Dinner: Greek yogurt with nuts, Snacks: Rice cakes with peanut butter"
159,85,Female,2,1549,"Breakfast: Scrambled eggs, whole wheat bread, Lunch: Chicken wrap with veggies, Dinner: Grilled salmon with quinoa, Snacks: Apple slices with almond butter"
154,51,Female,4,2608,"Breakfast: Smoothie with spinach, banana, Lunch: Chicken breast with steamed veggies, Dinner: Grilled fish, salad, Snacks: Protein bar"
167,74,Male,2,1453,"Breakfast: Stir-fried tofu, brown rice, Lunch: Scrambled eggs, whole wheat bread, Dinner: Scrambled eggs, whole wheat bread, Snacks: Rice cakes with peanut butter"
163,87,Male,1,2681,"Breakfast: Greek yogurt with berries, Lunch: Grilled chicken salad, Dinner: Whole grain toast, avocado, Snacks: Carrot sticks with hummus"
156,98,Male,5,1413,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Fish with steamed vegetables, brown rice, Dinner: Protein shake, almond butter toast, Snacks: Greek yogurt with granola"
151,43,Male,3,2192,"Breakfast: Baked salmon, steamed broccoli, Lunch: Baked salmon, steamed broccoli, Dinner: Baked sweet potatoes with chicken, Snacks: Protein bar"
160,51,Male,0,1593,"Breakfast: Fruit smoothie, Lunch: Oatmeal with fruits, Dinner: Fruit smoothie, Snacks: Greek yogurt with granola"
184,50,Female,1,2161,"Breakfast: Greek yogurt with berries, Lunch: Whole grain toast, avocado, Dinner: Whole grain toast, avocado, Snacks: Handful of mixed nuts"
165,54,Female,4,2985,"Breakfast: Grilled fish, salad, Lunch: Chicken breast with steamed veggies, Dinner: Grilled fish, salad, Snacks: Carrot sticks with hummus"
179,63,Male,1,1886,"Breakfast: Turkey sandwich, veggies, Lunch: Turkey sandwich, veggies, Dinner: Greek yogurt with berries, Snacks: Greek yogurt with granola"
168,105,Female,1,1882,"Breakfast: Whole grain toast, avocado, Lunch: Greek yogurt with berries, Dinner: Turkey sandwich, veggies, Snacks: Greek yogurt with granola"
155,99,Male,1,2264,"Breakfast: Turkey sandwich, veggies, Lunch: Turkey sandwich, veggies, Dinner: Grilled chicken salad, Snacks: Greek yogurt with granola"
170,110,Female,5,1829,"Breakfast: Protein shake, almond butter toast, Lunch: Protein bar, Dinner: Fish with steamed vegetables, brown rice, Snacks: Handful of mixed nuts"
162,109,Female,3,1716,"Breakfast: Greek yogurt with nuts, Lunch: Baked sweet potatoes with chicken, Dinner: Baked salmon, steamed broccoli, Snacks: Carrot sticks with hummus"
167,107,Male,2,2953,"Breakfast: Scrambled eggs, whole wheat bread, Lunch: Chicken wrap with veggies, Dinner: Scrambled eggs, whole wheat bread, Snacks: Greek yogurt with granola"
156,83,Male,3,1363,"Breakfast: Baked salmon, steamed broccoli, Lunch: Baked sweet potatoes with chicken, Dinner: Baked salmon, steamed broccoli, Snacks: Apple slices with almond butter"
166,106,Male,0,1724,"Breakfast: Low-fat yogurt with honey, Lunch: Boiled egg with spinach, Dinner: Fruit smoothie, Snacks: Trail mix"
176,51,Female,0,2063,"Breakfast: Low-fat yogurt with honey, Lunch: Fruit smoothie, Dinner: Boiled egg with spinach, Snacks: Apple slices with almond butter"
186,101,Female,0,2931,"Breakfast: Low-fat yogurt with honey, Lunch: Fruit smoothie, Dinner: Boiled egg with spinach, Snacks: Carrot sticks with hummus"
184,84,Male,5,2504,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Lean beef, roasted vegetables, Dinner: Protein bar, Snacks: Apple slices with almond butter"
180,97,Female,5,2071,"Breakfast: Protein bar, Lunch: Lean beef, roasted vegetables, Dinner: Protein shake, almond butter toast, Snacks: Protein bar"
154,92,Female,5,1430,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Fish with steamed vegetables, brown rice, Dinner: Lean beef, roasted vegetables, Snacks: Trail mix"
190,74,Male,1,2375,"Breakfast: Greek yogurt with berries, Lunch: Whole grain toast, avocado, Dinner: Turkey sandwich, veggies, Snacks: Carrot sticks with hummus"
158,119,Female,4,2135,"Breakfast: Quinoa salad with feta cheese, Lunch: Quinoa salad with feta cheese, Dinner: Quinoa salad with feta cheese, Snacks: Apple slices with almond butter"
186,97,Male,0,2382,"Breakfast: Boiled egg with spinach, Lunch: Fruit smoothie, Dinner: Low-fat yogurt with honey, Snacks: Handful of mixed nuts"
175,55,Male,1,2357,"Breakfast: Grilled chicken salad, Lunch: Grilled chicken salad, Dinner: Turkey sandwich, veggies, Snacks: Apple slices with almond butter"
151,80,Male,2,2370,"Breakfast: Scrambled eggs, whole wheat bread, Lunch: Chicken wrap with veggies, Dinner: Chicken wrap with veggies, Snacks: Trail mix"
172,66,Male,1,1644,"Breakfast: Whole grain toast, avocado, Lunch: Turkey sandwich, veggies, Dinner: Turkey sandwich, veggies, Snacks: Handful of mixed nuts"
156,44,Female,0,2498,"Breakfast: Boiled egg with spinach, Lunch: Oatmeal with fruits, Dinner: Low-fat yogurt with honey, Snacks: Protein bar"
160,90,Female,4,1887,"Breakfast: Grilled fish, salad, Lunch: Grilled fish, salad, Dinner: Grilled fish, salad, Snacks: Protein bar"
184,55,Female,2,1280,"Breakfast: Chicken wrap with veggies, Lunch: Grilled salmon with quinoa, Dinner: Stir-fried tofu, brown rice, Snacks: Apple slices with almond butter"
167,112,Male,2,1200,"Breakfast: Chicken wrap with veggies, Lunch: Scrambled eggs, whole wheat bread, Dinner: Stir-fried tofu, brown rice, Snacks: Trail mix"
169,74,Female,0,2909,"Breakfast: Boiled egg with spinach, Lunch: Oatmeal with fruits, Dinner: Oatmeal with fruits, Snacks: Greek yogurt with granola"
150,86,Female,3,2005,"Breakfast: Baked salmon, steamed broccoli, Lunch: Baked salmon, steamed broccoli, Dinner: Baked salmon, steamed broccoli, Snacks: Apple slices with almond butter"
190,48,Female,3,1996,"Breakfast: Grilled chicken, quinoa, Lunch: Baked salmon, steamed broccoli, Dinner: Baked sweet potatoes with chicken, Snacks: Carrot sticks with hummus"
160,87,Male,2,1487,"Breakfast: Grilled salmon with quinoa, Lunch: Grilled salmon with quinoa, Dinner: Scrambled eggs, whole wheat bread, Snacks: Handful of mixed nuts"
158,100,Female,2,2437,"Breakfast: Chicken wrap with veggies, Lunch: Stir-fried tofu, brown rice, Dinner: Scrambled eggs, whole wheat bread, Snacks: Apple slices with almond butter"
166,74,Male,2,1698,"Breakfast: Chicken wrap with veggies, Lunch: Chicken wrap with veggies, Dinner: Chicken wrap with veggies, Snacks: Greek yogurt with granola"
174,47,Female,3,2765,"Breakfast: Grilled chicken, quinoa, Lunch: Baked salmon, steamed broccoli, Dinner: Baked sweet potatoes with chicken, Snacks: Handful of mixed nuts"
154,112,Female,1,2891,"Breakfast: Grilled chicken salad, Lunch: Whole grain toast, avocado, Dinner: Turkey sandwich, veggies, Snacks: Apple slices with almond butter"
180,69,Female,5,1763,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Protein bar, Dinner: Protein bar, Snacks: Apple slices with almond butter"
186,52,Male,1,2043,"Breakfast: Whole grain toast, avocado, Lunch: Grilled chicken salad, Dinner: Turkey sandwich, veggies, Snacks: Greek yogurt with granola"
173,62,Male,4,2594,"Breakfast: Chicken breast with steamed veggies, Lunch: Grilled fish, salad, Dinner: Smoothie with spinach, banana, Snacks: Handful of mixed nuts"
184,66,Female,5,1273,"Breakfast: Lean beef, roasted vegetables, Lunch: Fish with steamed vegetables, brown rice, Dinner: Protein shake, almond butter toast, Snacks: Carrot sticks with hummus"
178,77,Female,5,2215,"Breakfast: Fish with steamed vegetables, brown rice, Lunch: Fish with steamed vegetables, brown rice, Dinner: Protein bar, Snacks: Protein bar"
159,93,Male,2,2381,"Breakfast: Chicken wrap with veggies, Lunch: Scrambled eggs, whole wheat bread, Dinner: Scrambled eggs, whole wheat bread, Snacks: Carrot sticks with hummus"
189,100,Male,4,1898,"Breakfast: Grilled fish, salad, Lunch: Smoothie with spinach, banana, Dinner: Quinoa salad with feta cheese, Snacks: Handful of mixed nuts"
174,77,Female,3,2380,"Breakfast: Greek yogurt with nuts, Lunch: Baked salmon, steamed broccoli, Dinner: Greek yogurt with nuts, Snacks: Rice cakes with peanut butter"
184,60,Female,3,2395,"Breakfast: Baked salmon, steamed broccoli, Lunch: Baked salmon, steamed broccoli, Dinner: Baked sweet potatoes with chicken, Snacks: Handful of mixed nuts"
163,83,Male,4,2345,"Breakfast: Chicken breast with steamed veggies, Lunch: Quinoa salad with feta cheese, Dinner: Grilled fish, salad, Snacks: Greek yogurt with granola"
165,90,Female,0,2628,"Breakfast: Boiled egg with spinach, Lunch: Boiled egg with spinach, Dinner: Boiled egg with spinach, Snacks: Protein bar"
185,42,Male,3,2713,"Breakfast: Baked sweet potatoes with chicken, Lunch: Baked salmon, steamed broccoli, Dinner: Baked salmon, steamed broccoli, Snacks: Handful of mixed nuts"
150,45,Male,5,2897,"Breakfast: Lean beef, roasted vegetables, Lunch: Protein shake, almond butter toast, Dinner: Lean beef, roasted vegetables, Snacks: Greek yogurt with granola"
173,43,Female,2,1792,"Breakfast: Stir-fried tofu, brown rice, Lunch: Scrambled eggs, whole wheat bread, Dinner: Grilled salmon with quinoa, Snacks: Carrot sticks with hummus"
